object number,1kind,2UG,3UR,4UI,5UZ,6GR,7GI,8GZ,9RI,10RZ,11IZ,12UGER,13URER,14UIER,15UZER,16GRER,17GIER,18GZER,19RIER,20RZER,21IZER,22contamination?,23ugal,24g gal,25r gal,26i gal,27z gal,33gal ratio,34fdistance,37HRV
793,1,1.878,2.66,3.017,3.234,0.783,1.139,1.356,0.357,0.573,0.216,0.256,0.256,0.255,0.257,0.02,0.017,0.029,0.011,0.026,0.024,0,17.1911,15.0557,14.1192,13.5235,13.1101,0.769,0.297,5061
794,1,74.519,77.841,75.552,77.175,3.322,1.033,2.656,-2.289,-0.666,1.623,3.82,3.786,3.786,3.818,0.51,0.508,0.709,0.042,0.496,0.494,0,99,99,99,99,99,99,99,5138
795,-11,1.526,2.222,2.591,2.865,0.696,1.064,1.338,0.369,0.643,0.274,0.139,0.139,0.138,0.142,0.017,0.014,0.034,0.011,0.033,0.031,0,14.7818,13.0999,12.3283,11.9137,11.6097,0.682,0.192,5245
796,2,1.18,1.66,1.899,2.082,0.479,0.718,0.902,0.239,0.423,0.184,0.166,0.166,0.165,0.179,0.03,0.021,0.073,0.021,0.073,0.07,0,16.6323,15.2372,14.6084,14.2697,13.869,0.25,0.491,4998
797,7,0.8,1.212,1.447,1.591,0.411,0.647,0.79,0.235,0.379,0.144,0.161,0.161,0.158,0.187,0.045,0.033,0.106,0.031,0.106,0.101,0,15.6864,14.4159,13.7649,14.0288,13.1277,0.214,0.63,4277
798,3,0.959,1.439,1.733,1.902,0.48,0.774,0.943,0.294,0.463,0.169,0.047,0.047,0.047,0.051,0.013,0.013,0.023,0.012,0.023,0.023,0,15.7983,14.6102,14.058,13.7941,13.6138,0.706,0.305,6205
799,1,1.443,2.143,2.575,2.781,0.7,1.132,1.338,0.432,0.637,0.206,0.422,0.421,0.421,0.434,0.051,0.053,0.115,0.048,0.113,0.114,0,16.392,14.8028,13.9176,13.447,13.0867,0.518,0.23,6131
800,2,1.023,1.455,1.585,1.874,0.431,0.561,0.85,0.13,0.419,0.289,0.093,0.092,0.094,0.107,0.027,0.031,0.061,0.03,0.06,0.062,0,13.787,14.8234,14.209,14.005,13.7823,0.833,0.547,6521
801,4,0.476,0.777,0.712,1.359,0.301,0.236,0.883,-0.065,0.582,0.647,0.273,0.275,0.283,0.323,0.084,0.108,0.19,0.112,0.192,0.204,0,18.5361,17.4891,17.1747,16.9462,16.9114,0.543,0.402,6931
802,1,1.539,1.689,2.178,2.458,0.15,0.64,0.92,0.489,0.769,0.28,0.786,0.792,0.792,0.862,0.178,0.175,0.384,0.2,0.396,0.394,0,15.7065,14.4071,13.8677,13.6363,13.5396,0.875,0.542,6682
803,2,1.164,1.407,1.425,1.712,0.243,0.261,0.548,0.018,0.305,0.287,0.864,0.87,0.908,1.045,0.228,0.344,0.622,0.361,0.632,0.682,0,15.3726,13.8138,13.1315,12.8142,12.473,0.905,0.906,6132
804,3,0.93,1.459,1.699,1.795,0.529,0.768,0.864,0.239,0.335,0.096,0.179,0.179,0.18,0.204,0.04,0.043,0.106,0.041,0.106,0.107,0,16.2702,14.6423,13.8924,13.5134,13.2563,0.5,0.54,7155
805,1,1.294,1.809,2.061,2.098,0.515,0.766,0.804,0.252,0.289,0.037,0.21,0.21,0.21,0.234,0.031,0.034,0.108,0.033,0.107,0.108,0,13.3492,13.714,12.9908,12.6443,12.3357,1,0.553,6927
806,4,1.003,1.42,1.679,1.955,0.418,0.677,0.952,0.259,0.534,0.275,0.14,0.14,0.141,0.151,0.027,0.03,0.061,0.03,0.061,0.063,0,15.5049,13.915,13.1468,12.7305,12.4377,0.857,0.321,6197
807,2,0.823,1.435,1.917,1.93,0.612,1.094,1.107,0.482,0.495,0.013,0.396,0.394,0.394,0.455,0.098,0.098,0.248,0.092,0.245,0.245,0,15.1424,13.7909,13.2777,12.824,12.5799,0.817,0.751,7150
808,1,0.845,1.242,1.688,1.635,0.398,0.843,0.791,0.446,0.393,-0.052,0.749,0.752,0.751,0.869,0.196,0.193,0.477,0.203,0.481,0.48,0,15.7865,15.0001,14.5613,14.3911,14.2319,0.571,0.339,7382
809,3,0.798,1.242,1.455,1.594,0.444,0.657,0.796,0.213,0.352,0.139,0.092,0.091,0.092,0.103,0.023,0.026,0.053,0.024,0.052,0.053,0,16.4909,15.079,14.4055,13.9906,13.6694,0.606,0.627,6945
810,2,0.733,1.162,1.445,1.653,0.43,0.713,0.92,0.283,0.49,0.207,0.126,0.126,0.127,0.155,0.037,0.04,0.097,0.04,0.097,0.099,0,16.0693,14.3618,13.581,13.1528,12.9079,0.779,0.592,6356
811,1,1.505,2.011,2.116,2.187,0.506,0.611,0.683,0.105,0.177,0.071,0.509,0.508,0.511,0.58,0.073,0.088,0.289,0.086,0.288,0.292,0,16.5707,15.2829,14.6329,14.246,14.2726,0.9,0.566,6938
812,3,0.403,0.602,0.799,0.544,0.198,0.396,0.141,0.198,-0.058,-0.255,0.19,0.192,0.196,0.381,0.064,0.076,0.335,0.08,0.336,0.338,0,16.0961,14.9545,14.5045,14.2641,14.165,1,0.638,6649
813,3,0.354,0.45,0.497,0.518,0.095,0.143,0.164,0.048,0.068,0.021,0.039,0.04,0.041,0.071,0.016,0.019,0.062,0.02,0.062,0.063,1,15.9016,14.6395,14.0748,13.7658,13.5654,1,0.625,6501
814,1,1.085,1.671,1.903,2.075,0.585,0.818,0.989,0.232,0.404,0.172,0.022,0.022,0.022,0.024,0.006,0.006,0.01,0.005,0.01,0.01,1,15.8021,14.7738,14.2304,13.9703,13.7276,1,0.098,6921
815,2,1.426,2.026,2.328,2.396,0.6,0.902,0.97,0.302,0.371,0.068,0.221,0.221,0.221,0.232,0.03,0.03,0.078,0.028,0.077,0.077,0,16.6292,15.164,14.4431,14.0766,13.9151,0.667,0.571,6365
816,2,1.405,1.897,2.118,2.265,0.492,0.713,0.86,0.221,0.369,0.148,0.279,0.279,0.279,0.292,0.038,0.039,0.094,0.038,0.093,0.094,0,16.2847,14.7233,14.0384,13.6902,13.3699,0.78,0.458,6446
817,1,1.365,1.872,2.056,2.172,0.507,0.691,0.807,0.184,0.3,0.116,0.058,0.058,0.059,0.063,0.012,0.013,0.027,0.013,0.027,0.027,0,14.8688,13.7997,13.2555,13.0309,12.8463,0.727,0.265,7120
818,5,1.029,1.406,1.568,1.674,0.378,0.539,0.645,0.162,0.268,0.106,0.152,0.152,0.153,0.174,0.03,0.036,0.091,0.036,0.091,0.093,0,15.2958,14.362,13.8973,13.6821,13.5128,0.646,1.212,6182
819,7,0.294,0.566,0.526,0.348,0.271,0.232,0.053,-0.04,-0.218,-0.178,0.018,0.017,0.018,0.028,0.008,0.009,0.023,0.009,0.023,0.023,1,17.584,15.8531,15.0118,14.5492,14.171,0.512,1.215,7000
820,9,1.661,2.426,2.871,3.167,0.765,1.211,1.506,0.445,0.741,0.296,0.182,0.182,0.182,0.185,0.026,0.027,0.043,0.023,0.04,0.04,0,16.3173,14.374,13.5048,13.0329,12.7151,0.833,0.855,6943
821,2,0.826,1.157,1.298,1.488,0.331,0.472,0.662,0.141,0.331,0.19,0.05,0.05,0.05,0.06,0.014,0.015,0.036,0.014,0.036,0.036,0,15.5315,14.2248,13.5945,13.3251,13.1055,0.56,0.411,6659
822,1,1.107,1.614,1.896,2.052,0.508,0.79,0.945,0.282,0.437,0.156,0.109,0.109,0.109,0.116,0.022,0.022,0.044,0.02,0.044,0.044,0,15.666,14.3274,13.6737,13.2743,12.9549,0.8,0.374,6913
823,5,1.739,2.259,2.193,2.889,0.52,0.454,1.15,-0.066,0.63,0.695,0.758,0.757,0.777,0.829,0.138,0.221,0.363,0.22,0.362,0.402,0,15.9171,14.2028,13.3937,12.9265,12.6341,0.533,0.553,6528
824,1,1.891,2.569,2.987,3.324,0.678,1.096,1.433,0.418,0.755,0.338,0.863,0.86,0.86,0.89,0.144,0.146,0.272,0.129,0.263,0.264,0,16.7551,14.8774,14.0751,13.681,13.3847,0.583,0.852,7177
825,3,0.89,1.336,1.504,1.634,0.446,0.614,0.744,0.168,0.298,0.13,0.025,0.025,0.025,0.028,0.007,0.007,0.014,0.007,0.014,0.014,0,14.7414,13.5297,12.9871,12.6671,12.5193,0.917,0.242,6373
826,1,1.177,1.746,2.097,2.339,0.57,0.921,1.162,0.351,0.592,0.241,0.196,0.196,0.196,0.21,0.037,0.038,0.083,0.036,0.082,0.082,0,15.8324,14.3432,13.6538,13.2495,12.9732,0.612,0.353,6790
827,1,1.313,1.722,1.993,2.351,0.409,0.681,1.039,0.271,0.629,0.358,0.126,0.126,0.127,0.141,0.028,0.031,0.069,0.032,0.069,0.071,0,15.6628,14.3144,13.6893,13.339,13.1092,0.768,0.379,6996
828,1,1.376,0.904,1.596,1.952,-0.472,0.22,0.576,0.692,1.048,0.356,0.485,0.501,0.495,0.536,0.16,0.141,0.249,0.188,0.279,0.268,0,15.8115,13.7849,13.0875,12.6772,12.373,0.811,1.347,7107
829,2,0.493,0.846,0.883,0.588,0.353,0.39,0.095,0.038,-0.258,-0.295,0.281,0.282,0.29,0.512,0.089,0.113,0.437,0.116,0.438,0.443,0,15.8486,14.1198,13.3218,12.8713,12.5855,0.765,0.855,7104
830,1,0.878,1.403,1.746,1.955,0.525,0.868,1.077,0.343,0.552,0.209,0.344,0.344,0.345,0.371,0.067,0.072,0.155,0.069,0.154,0.156,0,15.5049,13.915,13.1468,12.7305,12.4377,0.857,0.518,6198
831,1,1.625,2.361,2.733,2.991,0.736,1.109,1.366,0.373,0.63,0.257,0.038,0.037,0.037,0.038,0.008,0.008,0.012,0.006,0.011,0.011,0,15.7969,13.7753,13.0578,12.584,12.331,0.818,0.096,6288
832,1,1.312,2.059,2.368,2.633,0.746,1.056,1.32,0.31,0.574,0.264,0.173,0.173,0.173,0.178,0.025,0.026,0.048,0.023,0.046,0.047,0,16.1661,14.5939,13.7998,13.3459,13.1602,0.714,0.208,6870
833,2,0.413,0.704,0.894,1.14,0.291,0.48,0.727,0.19,0.436,0.246,0.15,0.152,0.159,0.23,0.054,0.071,0.18,0.075,0.182,0.188,0,16.0482,14.4799,13.7664,13.3971,13.1221,0.867,0.563,7155
834,1,1.625,2.467,2.889,3.102,0.842,1.264,1.477,0.423,0.635,0.213,0.157,0.156,0.156,0.16,0.019,0.019,0.04,0.016,0.039,0.039,0,16.3115,14.4755,13.6436,13.2761,12.9545,0.714,0.276,7171
835,5,0.479,0.307,1.609,0.191,-0.171,1.131,-0.287,1.302,-0.116,-1.418,0.878,0.938,0.885,0.926,0.474,0.356,0.449,0.486,0.557,0.461,0,15.3726,13.8138,13.1562,12.8142,12.6454,0.905,0.909,6137
836,2,0.367,0.547,0.489,0.746,0.181,0.122,0.38,-0.059,0.199,0.258,0.036,0.036,0.04,0.07,0.018,0.024,0.062,0.025,0.062,0.064,0,15.6628,14.3144,13.6893,13.339,13.1092,0.768,0.64,6996
837,2,0.585,1.111,1.416,1.562,0.526,0.83,0.977,0.304,0.451,0.147,0.287,0.286,0.287,0.367,0.08,0.085,0.243,0.083,0.243,0.244,0,15.9357,14.3359,13.5615,13.124,12.8819,0.59,0.687,6166
838,1,0.393,0.789,0.923,1.007,0.396,0.53,0.614,0.134,0.218,0.085,0.325,0.326,0.331,0.49,0.095,0.11,0.378,0.113,0.379,0.383,0,15.8453,14.727,14.2084,14.0605,13.7614,0.778,0.609,7042
839,2,1.111,1.619,1.927,2.158,0.509,0.816,1.047,0.307,0.539,0.231,0.059,0.059,0.059,0.065,0.013,0.014,0.03,0.013,0.03,0.03,0,15.9484,13.93,13.2167,12.8105,12.5795,0.8,0.318,6639
840,1,1.491,1.965,2.275,2.483,0.474,0.784,0.992,0.31,0.518,0.208,0.163,0.163,0.163,0.171,0.024,0.025,0.058,0.024,0.058,0.058,0,15.6415,14.7638,14.3054,14.0716,13.8357,0.904,0.571,6025
841,1,1.079,1.665,2.049,2.198,0.585,0.969,1.119,0.384,0.534,0.15,0.21,0.21,0.21,0.227,0.045,0.046,0.099,0.042,0.098,0.098,0,17.1828,15.5646,14.7827,14.3786,14.115,0.912,0.514,7500
842,1,1.687,2.444,2.841,3.092,0.756,1.154,1.405,0.398,0.649,0.251,0.123,0.123,0.123,0.125,0.017,0.017,0.027,0.014,0.025,0.025,0,16.0373,14.1281,13.4123,12.9476,12.6966,1,0.211,6580
843,1,1.425,2.05,2.365,2.493,0.625,0.941,1.068,0.316,0.443,0.127,0.183,0.182,0.182,0.189,0.029,0.031,0.059,0.029,0.058,0.059,0,15.8763,14.1101,13.3401,12.919,12.6623,0.853,0.524,9392
844,3,0.668,1.025,1.12,1.241,0.357,0.453,0.573,0.095,0.216,0.121,0.067,0.068,0.068,0.092,0.02,0.022,0.065,0.023,0.065,0.066,0,15.581,14.1416,13.532,13.1654,13.0014,0.8,0.447,6299
845,10,1.061,1.569,1.888,2.177,0.508,0.827,1.116,0.319,0.608,0.289,0.155,0.155,0.155,0.166,0.031,0.032,0.066,0.031,0.065,0.066,0,15.9258,14.3015,13.5343,13.1513,12.6655,0.9,0.498,8098
846,9,1.629,2.201,2.545,2.829,0.572,0.916,1.2,0.344,0.628,0.284,0.251,0.251,0.251,0.258,0.028,0.028,0.065,0.027,0.064,0.064,0,15.4104,13.5032,12.7787,12.3792,12.0402,0.765,0.301,6993
847,1,1.547,1.897,2.285,2.743,0.35,0.738,1.196,0.388,0.846,0.458,0.401,0.4,0.401,0.414,0.073,0.075,0.129,0.071,0.127,0.128,0,16.9467,15.4842,14.9238,14.5795,14.3714,0.5,2.997,8100
848,1,0.177,1.185,0.941,1.685,1.007,0.764,1.508,-0.244,0.501,0.744,0.833,0.804,0.906,1.145,0.418,0.59,0.917,0.548,0.89,0.983,0,17.3478,15.5136,14.6597,14.2461,13.9696,0.42,0.598,10000
849,1,1.21,1.756,2.058,2.483,0.546,0.849,1.273,0.303,0.728,0.425,0.544,0.543,0.547,0.579,0.127,0.143,0.239,0.137,0.235,0.244,0,16.3173,14.374,13.5048,13.0329,12.7151,0.833,0.637,6943
850,1,1.125,1.572,1.946,2.375,0.447,0.821,1.25,0.375,0.804,0.429,0.251,0.251,0.251,0.267,0.045,0.045,0.1,0.045,0.1,0.1,0,16.8798,15.2936,14.5386,14.0567,13.8461,0.273,0.342,7616
851,1,1.475,2.303,2.688,2.991,0.828,1.212,1.516,0.384,0.688,0.304,0.108,0.107,0.107,0.109,0.017,0.017,0.024,0.013,0.022,0.021,0,16.4746,14.4288,13.4291,12.9548,12.5824,0.66,0.398,6401
852,7,0.534,0.904,1.194,1.532,0.37,0.66,0.997,0.29,0.628,0.337,0.201,0.202,0.205,0.259,0.067,0.074,0.175,0.076,0.176,0.179,0,16.9704,15.9045,15.5908,15.444,15.3839,1,0.318,6670
853,1,1.336,2.164,2.624,2.874,0.828,1.288,1.537,0.46,0.71,0.249,0.097,0.097,0.097,0.098,0.016,0.015,0.023,0.012,0.021,0.02,0,99,99,99,99,99,0.536,0.246,2120
854,1,1.264,1.929,2.24,2.57,0.665,0.976,1.307,0.311,0.641,0.331,0.083,0.083,0.083,0.086,0.015,0.015,0.027,0.014,0.026,0.027,0,16.3527,14.9567,14.2838,13.9026,13.6493,0.4,0.12,7649
855,1,1.587,2.333,2.771,2.962,0.746,1.184,1.374,0.438,0.628,0.19,0.106,0.106,0.105,0.108,0.014,0.014,0.027,0.012,0.027,0.026,0,15.5839,13.9341,13.2453,12.7964,12.5635,0.688,0.075,6017
856,1,0.274,0.435,0.639,1.208,0.162,0.366,0.935,0.204,0.773,0.569,0.339,0.346,0.356,0.435,0.136,0.161,0.297,0.175,0.305,0.317,0,16.8272,15.8522,15.4896,15.242,15.0863,0.433,1.456,7200
857,1,1.021,1.038,0.863,0.719,0.016,-0.158,-0.302,-0.175,-0.318,-0.143,0.016,0.016,0.017,0.021,0.005,0.006,0.015,0.006,0.015,0.015,0,99,99,99,99,99,1,1.005,7988
858,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,15.933,14.5926,13.7435,13.3003,12.9502,99,99,9014
859,1,1.079,1.575,2.134,2.5,0.496,1.055,1.421,0.559,0.925,0.366,0.559,0.555,0.553,0.58,0.155,0.15,0.23,0.132,0.218,0.215,0,15.8709,13.9717,13.1316,12.7122,12.4464,0.917,0.914,6245
860,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,15.8716,14.5644,13.9065,13.5305,13.384,99,99,6184
861,3,1.903,1.934,2.898,2.719,0.032,0.995,0.816,0.963,0.784,-0.179,0.761,0.776,0.765,0.914,0.273,0.238,0.553,0.283,0.574,0.559,0,15.8613,14.2554,13.4154,13.116,12.7795,0.5,0.54,4447
862,1,1.79,2.382,2.663,2.931,0.592,0.873,1.141,0.281,0.549,0.268,0.46,0.46,0.46,0.469,0.039,0.045,0.101,0.042,0.099,0.102,0,16.0255,14.3759,13.7649,13.4484,13.3217,0.699,0.528,5800
863,1,0.588,0.86,0.939,1.033,0.271,0.35,0.444,0.079,0.173,0.094,0.049,0.049,0.05,0.066,0.016,0.018,0.046,0.019,0.046,0.047,0,16.8998,15.7638,15.2844,15.0444,14.8912,1,0.64,6100
864,2,0.562,1.076,1.214,1.391,0.514,0.651,0.828,0.137,0.314,0.177,0.018,0.018,0.018,0.022,0.007,0.008,0.014,0.007,0.014,0.014,0,15.0972,13.6631,12.9855,12.6133,12.4836,0.9,0.271,5958
865,6,1.215,1.961,2.189,2.703,0.746,0.973,1.488,0.228,0.742,0.514,0.523,0.517,0.519,0.536,0.12,0.129,0.185,0.103,0.168,0.175,0,15.8263,13.9858,13.1113,12.7358,12.4621,0.917,0.952,6245
866,6,0.48,0.92,1.079,1.424,0.439,0.599,0.944,0.159,0.504,0.345,0.234,0.235,0.244,0.341,0.086,0.107,0.262,0.11,0.263,0.271,0,16.2472,15.1043,14.5002,14.2736,14.0763,0.952,1.274,6791
867,2,0.452,0.496,0.464,0.591,0.043,0.011,0.139,-0.032,0.095,0.128,0.094,0.097,0.107,0.241,0.04,0.06,0.224,0.064,0.225,0.23,0,15.4073,14.2551,13.8603,13.5721,13.5724,0.697,0.818,1275
868,1,-0.277,-0.109,-0.164,0.025,0.169,0.113,0.303,-0.055,0.134,0.19,0.362,0.383,0.481,0.783,0.255,0.387,0.729,0.407,0.739,0.794,0,16.0158,14.0779,13.2891,12.8251,12.5859,0.774,1.276,4650
869,1,1.338,2.038,2.417,2.761,0.7,1.079,1.424,0.379,0.723,0.344,0.108,0.107,0.107,0.112,0.021,0.021,0.037,0.018,0.036,0.036,0,16.2895,14.5964,13.868,13.4339,13.1283,0.596,0.254,9269
870,3,0.958,1.501,1.781,1.96,0.543,0.822,1.002,0.28,0.459,0.179,0.096,0.096,0.096,0.106,0.022,0.023,0.05,0.022,0.049,0.05,0,15.6206,14.4807,13.9317,13.6218,13.4642,0.136,0.052,-122
871,3,0.536,0.997,1.212,1.271,0.462,0.676,0.735,0.214,0.273,0.059,0.113,0.112,0.113,0.133,0.031,0.033,0.078,0.031,0.077,0.078,0,15.5433,13.8036,13.1095,12.6981,12.4294,0.774,0.369,5995
872,1,0.782,0.883,0.997,1.331,0.102,0.215,0.549,0.113,0.447,0.334,0.183,0.185,0.187,0.24,0.048,0.057,0.161,0.062,0.163,0.165,0,15.7077,14.505,13.8088,13.4295,12.9854,0.636,0.745,5972
873,1,0.923,1.294,1.481,1.811,0.371,0.558,0.889,0.187,0.518,0.331,0.067,0.067,0.067,0.077,0.016,0.018,0.041,0.018,0.042,0.042,0,15.6964,14.4641,13.9536,13.6632,13.5222,0.533,0.099,5929
874,14,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,
